Jurisdiccion; Departamento;Nombre Institucion;Estado_ETP;Gestion;Matricula_Total;Matricula_Varones;Matricula_Mujeres;ORIENTACION;TIPO INST
San Juan;Sarmiento;"Escuela Agrotécnica  Sarmiento	";Institución de ETP;Estatal;224;119;105;Agropecuaria;SEC TEC
Tucumán;Simoca;Escuela Agrotécnica  Simoca;Institución de ETP;Estatal;163;87;76;Agropecuaria;SEC TEC
Tucumán;Cruz Alta;Escuela Agrotécnica  Soldado Cajal;Institución de ETP;Estatal;101;55;46;Agropecuaria;SEC TEC
Misiones;Apóstoles;Escuela Agrotécnica Nº 101 Salesiana Pascual Gentilini;Institución de ETP;Privado;107;89;18;Agropecuaria;SEC TEC
Buenos Aires;Coronel Pringles;"Escuela Agrotécnica Nº 1509 de Coronel Pringles 	";Institución de ETP;Privado;180;90;90;Agropecuaria;SEC TEC
Misiones;San Pedro;Escuela Agrotécnica Nº 1606 Instituto Agrotécnico Palabras del Alma;Institución de ETP;Privado;37;20;17;Agropecuaria;SEC TEC
Chubut;Cushamen;"Escuela Agrotécnica Nº 1728 ESETP N°1728 ""Valle de Cholila""";Institución de ETP;Privado;84;37;47;Agropecuaria;SEC TEC
Salta;Cerrillos;Escuela Agrotécnica Nº 3.150 Pacto de los Cerrillos;Institución de ETP;Estatal;159;92;67;Agropecuaria;SEC TEC
Salta;Cachi;"Escuela Agrotécnica Nº 3.151 De Payogasta	";Institución de ETP;Estatal;48;25;23;Agropecuaria;SEC TEC
Salta;General José de San Martín;Escuela Agrotécnica Nº 3.154 Roberto Romero;Institución de ETP;Estatal;102;49;53;Agropecuaria;SEC TEC
Salta;Guachipas;Escuela Agrotécnica Nº 3.158 Soberanía Nacional;Institución de ETP;Estatal;87;52;35;Agropecuaria;SEC TEC
Salta;Rivadavia;Escuela Agrotécnica Nº 3.160 ;Institución de ETP;Estatal;131;68;63;Agropecuaria;SEC TEC
Salta;Rivadavia;Escuela Agrotécnica Nº 3.160 Anexo Paraje Santa Rosa;Institución de ETP;Estatal;35;9;26;Agropecuaria;SEC TEC
Santa Fé;San Martín;Escuela Agrotécnica Nº 301 Mariano Moreno;Institución de ETP;Estatal;65;32;33;Agropecuaria;SEC TEC
La Rioja;Arauco;Escuela Agrotécnica Nº 305 Secundaria de Machigasta;Institución de ETP;Estatal;124;53;71;Agropecuaria;SEC TEC
Salta;General José de San Martín;"Escuela Agrotécnica Nº 3152 ""Juan Angel Strella""	";Institución de ETP;Estatal;73;43;30;Agropecuaria;SEC TEC-FP
Misiones;General Manuel Belgrano;Escuela Agrotécnica Nº 3601 San Antonio;Institución de ETP;Estatal;69;39;30;Agropecuaria;SEC TEC
San Juan;9 de Julio;Escuela Agrotécnica Nº 362 Prof. Ana Perez Ciani;Institución de ETP;Estatal;79;26;53;Agropecuaria;SEC TEC
Buenos Aires;Cañuelas;Escuela Agrotécnica Nº 4150 Salesiana Don Bosco;Institución de ETP;Privado;222;109;113;Agropecuaria;SEC TEC
Buenos Aires;General Arenales;Escuela Agrotécnica Nº 4205 Concepción Gutiérrez de Unzué;Institución de ETP;Privado;92;92;0;Agropecuaria;SEC TEC
Buenos Aires;Veinticinco de Mayo;"Escuela Agrotécnica Nº 4821 Salesiana Carlos M. Casares - DIPREGEP 	";Institución de ETP;Privado;131;61;70;Agropecuaria;SEC TEC
Buenos Aires;Chacabuco;"Escuela Agrotécnica Nº 5004 San Isidro Labrador	";Institución de ETP;Privado;84;53;31;Agropecuaria;SEC TEC
Chubut;Cushamen;Escuela Agrotécnica Nº 717 Escuela Agrotécnica 717;Institución de ETP;Estatal;156;84;72;Agropecuaria;SEC TEC
Chubut;Tehuelches;Escuela Agrotécnica Nº 719 Peñihué;Institución de ETP;Estatal;110;50;60;Agropecuaria;SEC TEC
Chubut;Sarmiento;Escuela Agrotécnica Nº 725 Juan XXIII;Institución de ETP;Estatal;196;91;105;Agropecuaria;SEC TEC
Chubut;Gaimán;Escuela Agrotécnica Nº 733 Benito Owen;Institución de ETP;Estatal;327;156;171;Agropecuaria;SEC TEC
Corrientes;Empedrado;Escuela Agrotécnica Nº S/N Escuela Agrotecnica Lomas de Empedrado;Institución de ETP;Estatal;53;31;22;Agropecuaria;SEC TEC
Formosa;Bermejo;Escuela Agrotécnica Provincial Nº 06 Wichi Lakho;Institución de ETP;Estatal;40;23;17;Agropecuaria;SEC TEC
Formosa;Pirané;Escuela Agrotécnica Provincial Nº 08 Sede;Institución de ETP;Estatal;41;23;18;Agropecuaria;SEC TEC
Formosa;Bermejo;Escuela Agrotécnica Provincial Nº 09 Sombrero Negro;Institución de ETP;Estatal;145;49;96;Agropecuaria;SEC TEC
Formosa;Pilcomayo;Escuela Agrotécnica Provincial Nº 1 Combate San Lorenzo;Institución de ETP;Estatal;89;53;36;Agropecuaria;SEC TEC
Formosa;Ramón Lista;Escuela Agrotécnica Provincial Nº 10 ;Institución de ETP;Estatal;38;16;22;Agropecuaria;SEC TEC
Formosa;Bermejo;Escuela Agrotécnica Provincial Nº 11 ;Institución de ETP;Estatal;177;89;88;Agropecuaria;SEC TEC
Formosa;Laishi;Escuela Agrotécnica Provincial Nº 2 Fray Buenaventura Giuliani;Institución de ETP;Estatal;76;36;40;Agropecuaria;SEC TEC
Formosa;Patiño;Escuela Agrotécnica Provincial Nº 3 ;Institución de ETP;Estatal;46;28;18;Agropecuaria;SEC TEC
Formosa;Pirané;Escuela Agrotécnica Provincial Nº 4 E.A.P.P.A. N°4 KM 210;Institución de ETP;Estatal;60;38;22;Agropecuaria;SEC TEC
Formosa;Pirané;Escuela Agrotécnica Provincial Nº 5 Colonia El Alba;Institución de ETP;Estatal;44;29;15;Agropecuaria;SEC TEC
Formosa;Pilagás;Escuela Agrotécnica Provincial Nº 7 ;Institución de ETP;Estatal;34;16;18;Agropecuaria;SEC TEC
Formosa;Pilagás;Escuela Agrotécnica Provincial Nº 7 Anexo 1-Colonia Laguna Gallo;Institución de ETP;Estatal;29;17;12;Agropecuaria;SEC TEC
Buenos Aires;Luján;Escuela Centro Educativo Rural  Nº 1 Centro Educativo Rural N°1;Institución de ETP;Privado;103;50;53;Agropecuaria;SEC TEC
Mendoza;General Alvear;Escuela de Agricultura  ;Institución de ETP;Estatal;273;106;167;Agropecuaria;SEC TEC
Santa Fé;Las Colonias;Escuela de Agricultura, Ganadería y Granja Nº 9 ;Institución de ETP;Estatal;201;112;89;Agropecuaria;SEC TEC
Córdoba;Río Cuarto;Escuela de Agronomía Nº 1240225 Río Cuarto;Institución de ETP;Privado;92;56;36;Agropecuaria;SEC TEC
Santa Cruz;Deseado;Escuela de Biología Marina y Laboratorista Nº 01 Atlántico Sur;Institución de ETP;Estatal;285;129;156;Agropecuaria;SEC TEC
San Juan;Capital;Escuela de Educación Agropecuaria  De Fruticultura y Enología de San Juan;Institución de ETP;Estatal;312;149;163;Agropecuaria;SEC TEC
La Rioja;General San Martín;Escuela de Educación Agropecuaria  General Manuel Belgrano;Institución de ETP;Estatal;71;36;35;Agropecuaria;SEC TEC
Buenos Aires;Campana;Escuela de Educación Agropecuaria Nº 02 INTA - Ing. Fernando Mujica;Institución de ETP;Estatal;55;29;26;Agropecuaria;SEC TEC
Buenos Aires;Almirante Brown;Escuela de Educación Agropecuaria Nº 1 ;Institución de ETP;Estatal;276;140;136;Agropecuaria;SEC TEC
Buenos Aires;General Paz;Escuela de Educación Agropecuaria Nº 1 ;Institución de ETP;Estatal;59;23;36;Agropecuaria;SEC TEC
Buenos Aires;Lobos;Escuela de Educación Agropecuaria Nº 1 ;Institución de ETP;Estatal;105;51;54;Agropecuaria;SEC TEC
Buenos Aires;Benito Juárez;Escuela de Educación Agropecuaria Nº 1 Benito Juárez - Anexo Estación López - 3011;Institución de ETP;Estatal;9;4;5;Agropecuaria;SEC TEC
Buenos Aires;Benito Juárez;Escuela de Educación Agropecuaria Nº 1 Benito Juárez - Anexo Tedin Uriburu - 3012;Institución de ETP;Estatal;3;1;2;Agropecuaria;SEC TEC
Buenos Aires;Marcos Paz;Escuela de Educación Agropecuaria Nº 1 Marcos Paz;Institución de ETP;Estatal;217;114;103;Agropecuaria;SEC TEC
Buenos Aires;Mar Chiquita;Escuela de Educación Agropecuaria Nº 1 Nicanor Ezeyza;Institución de ETP;Estatal;94;49;45;Agropecuaria;SEC TEC
Chaco;Doce de Octubre;"Escuela de Educación Agropecuaria Nº 11 ""Teolida Barrios de Llebeilli""";Institución de ETP;Estatal;186;91;95;Agropecuaria;SEC TEC
Buenos Aires;Tres Arroyos;Escuela de Educación Agropecuaria Nº 1962 DIEGEP - Tres Arroyos;Institución de ETP;Privado;104;67;37;Agropecuaria;SEC TEC
La Rioja;Famatina;Escuela de Educación Agropecuaria Nº 217 Wolf Schcolnik;Institución de ETP;Estatal;88;50;38;Agropecuaria;SEC TEC
Buenos Aires;Rauch;Escuela de Educación Agropecuaria Nº 2208 Eustoquio Díaz Vélez ;Institución de ETP;Privado;57;39;18;Agropecuaria;SEC TEC
Chaco;Chacabuco;Escuela de Educación Agropecuaria Nº 3 Maria Auxiliadora;Institución de ETP;Estatal;273;154;119;Agropecuaria;SEC TEC
Chaco;O´higgins;Escuela de Educación Agropecuaria Nº 38 ;Institución de ETP;Estatal;116;75;41;Agropecuaria;SEC TEC-FP
Chaco;Quitilipi;Escuela de Educación Agropecuaria Nº 41 San Isidro Labrador;Institución de ETP;Estatal;48;31;17;Agropecuaria;SEC TEC
Chaco;Almirante Brown;"Escuela de Educación Agropecuaria Nº 51 Presidenta Cristina Fernández de Kirchner	";Institución de ETP;Estatal;121;80;41;Agropecuaria;SEC TEC
Chaco;Dos de Abril;Escuela de Educación Agropecuaria Nº 54 Directora Andrea Tania Cubei;Institución de ETP;Estatal;47;30;17;Agropecuaria;SEC TEC
Chaco;General Güemes;Escuela de Educación Agropecuaria Nº 6 Localidad El Sauzalito;Institución de ETP;Estatal;64;37;27;Agropecuaria;SEC TEC
Chaco;Libertador General de San Martín;Escuela de Educación Agropecuaria Nº 8 Localidad General José de San Martín;Institución de ETP;Estatal;47;29;18;Agropecuaria;SEC TEC
Buenos Aires;Lomas de Zamora;Escuela de Educación Agropecuaria Nº 8301 Didascalio Santa Teresa del Niño Jesús;Institución de Otro Nivel y/o Modalidad;Privado;93;44;49;Agropecuaria;SEC TEC
Buenos Aires;Escobar;Escuela de Educación Agropecuaria Nº 8864 ARCANGEL GABRIEL;Institución de ETP;Privado;54;28;26;Agropecuaria;SEC TEC
Entre Ríos;Paraná;Escuela de Educación Agrotécnica (E.E.A.T.)  Las Delicias;Institución de ETP;Estatal;65;46;19;Agropecuaria;SEC TEC
Entre Ríos;Colón;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 0000 Capitán General Justo José de Urquiza;Institución de ETP;Estatal;84;56;28;Agropecuaria;SEC TEC
Entre Ríos;Villaguay;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 02 Justo José de Urquiza;Institución de ETP;Estatal;184;92;92;Agropecuaria;SEC TEC-FP
Entre Ríos;Islas del Ibicuy;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 144 Mariano Echaguibel;Institución de ETP;Estatal;24;12;12;Agropecuaria;SEC TEC
Entre Ríos;Uruguay;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 145 ;Institución de ETP;Estatal;116;64;52;Agropecuaria;SEC TEC
Entre Ríos;La Paz;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 15 Manuel P. Antequeda;Institución de ETP;Estatal;70;44;26;Agropecuaria;SEC TEC
Entre Ríos;Federación;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 150 ;Institución de ETP;Estatal;75;40;35;Agropecuaria;SEC TEC
Entre Ríos;La Paz;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 151 Escuela de Enseñanza Agrotecnica N°151;Institución de ETP;Estatal;38;23;15;Agropecuaria;SEC TEC
Entre Ríos;Concordia;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 152 Manuel María Calderón;Institución de ETP;Estatal;136;71;65;Agropecuaria;SEC TEC
Entre Ríos;Diamante;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 153 Horacio Mann;Institución de ETP;Estatal;52;26;26;Agropecuaria;SEC TEC
Entre Ríos;San Salvador;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 155 José Hernández;Institución de ETP;Estatal;84;30;54;Agropecuaria;SEC TEC
Entre Ríos;Federal;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 2 Florencio Molina Campos;Institución de ETP;Estatal;198;96;102;Agropecuaria;SEC TEC
Entre Ríos;Nogoyá;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 2 La Carola;Institución de ETP;Estatal;169;88;81;Agropecuaria;SEC TEC
Entre Ríos;Concordia;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 24 General José de San Martín;Institución de ETP;Estatal;169;81;88;Agropecuaria;SEC TEC
Entre Ríos;Paraná;"Escuela de Educación Agrotécnica (E.E.A.T.) Nº 3 ""La Encierra""";Institución de ETP;Estatal;60;32;28;Agropecuaria;SEC TEC
Entre Ríos;Federación;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 36 José Campodónico;Institución de ETP;Estatal;84;43;41;Agropecuaria;SEC TEC
Entre Ríos;Federación;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 37 Antonio Galli;Institución de ETP;Estatal;57;27;30;Agropecuaria;SEC TEC
Entre Ríos;Paraná;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 39 Localidad Villa Urquiza;Institución de ETP;Estatal;52;26;26;Agropecuaria;SEC TEC
Entre Ríos;Paraná;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 40 Hipólito Yrigoyen;Institución de ETP;Estatal;34;20;14;Agropecuaria;SEC TEC
Entre Ríos;Nogoyá;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 49 Crucero A.R.A. General Belgrano;Institución de ETP;Estatal;64;27;37;Agropecuaria;SEC TEC
Entre Ríos;Colón;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 50 José Hernández;Institución de ETP;Estatal;28;14;14;Agropecuaria;SEC TEC
Entre Ríos;Tala;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 51 Gobernador Maciá;Institución de ETP;Estatal;191;103;88;Agropecuaria;SEC TEC
Entre Ríos;San José de Feliciano;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 52 Manuel Bernard;Institución de ETP;Estatal;264;116;148;Agropecuaria;SEC TEC
Entre Ríos;Paraná;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 73 Alas Argentinas;Institución de ETP;Estatal;40;22;18;Agropecuaria;SEC TEC
Entre Ríos;Uruguay;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 8 Carlos María Scelzi;Institución de ETP;Estatal;25;14;11;Agropecuaria;SEC TEC
Entre Ríos;Nogoyá;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 83 Martín Fierro;Institución de ETP;Estatal;46;15;31;Agropecuaria;SEC TEC
Entre Ríos;Gualeguay;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 9 Juan Bautista Ambrosetti;Institución de ETP;Estatal;108;54;54;Agropecuaria;SEC TEC
Entre Ríos;Uruguay;Escuela de Educación Agrotécnica (E.E.A.T.) Nº 95 Instituto Agrotécnico San José Obrero;Institución de ETP;Privado;72;36;36;Agropecuaria;SEC TEC
Entre Ríos;Federal;Escuela de Educación Agrotécnica (E.E.A.T.) Nº D-100 Divina Providencia;Institución de ETP;Privado;60;30;30;Agropecuaria;SEC TEC
Entre Ríos;Gualeguaychú;Escuela de Educación Agrotécnica (E.E.A.T.) Nº D-71 Instituto Agrotécnico Gualeguaychú;Institución de ETP;Privado;178;95;83;Agropecuaria;SEC TEC
Buenos Aires;Berazategui;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;200;110;90;Agropecuaria;SEC TEC
Buenos Aires;Campana;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;55;27;28;Agropecuaria;SEC TEC
Buenos Aires;Carmen de Areco;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;8;5;3;Agropecuaria;SEC TEC
Buenos Aires;Coronel Suárez;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;134;70;64;Agropecuaria;SEC TEC
Buenos Aires;Ezeiza;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;194;111;83;Agropecuaria;SEC TEC
Buenos Aires;General Juan Madariaga;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;166;70;96;Agropecuaria;SEC TEC
Buenos Aires;General La Madrid;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;32;18;14;Agropecuaria;SEC TEC-FP
Buenos Aires;General Viamonte;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;36;18;18;Agropecuaria;SEC TEC
Buenos Aires;Lincoln;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;40;29;11;Agropecuaria;SEC TEC
Buenos Aires;Navarro;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;71;37;34;Agropecuaria;SEC TEC
Buenos Aires;Necochea;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;94;46;48;Agropecuaria;SEC TEC
Buenos Aires;Olavarría;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;83;55;28;Agropecuaria;SEC TEC
Buenos Aires;Quilmes;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;251;98;153;Agropecuaria;SEC TEC
Buenos Aires;San Vicente;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ;Institución de ETP;Estatal;199;85;114;Agropecuaria;SEC TEC
Buenos Aires;Salto;"Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 2 de Abril de 1982	";Institución de ETP;Estatal;158;93;65;Agropecuaria;SEC TEC
Buenos Aires;Florentino Ameghino;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Ancalo;Institución de ETP;Estatal;45;34;11;Agropecuaria;SEC TEC
Buenos Aires;Tres Arroyos;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ARGENTINO DANES;Institución de ETP;Estatal;28;15;13;Agropecuaria;SEC TEC
Buenos Aires;General Alvarado;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Bernardo Yraizoz;Institución de ETP;Estatal;134;75;59;Agropecuaria;SEC TEC
Buenos Aires;Lobería;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Capitan de Fragata Pedro Edgardo Giacchino;Institución de ETP;Estatal;116;50;66;Agropecuaria;SEC TEC
Buenos Aires;Patagones;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Carlos Spegazzini;Institución de ETP;Estatal;93;64;29;Agropecuaria;SEC TEC
Buenos Aires;Zárate;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Carlos Von Benard;Institución de ETP;Estatal;130;73;57;Agropecuaria;SEC TEC
Buenos Aires;Benito Juárez;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Cayetano Zibecchi;Institución de ETP;Estatal;92;40;52;Agropecuaria;SEC TEC
Buenos Aires;Pehuajó;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Comunidad Cuartel II;Institución de ETP;Estatal;38;25;13;Agropecuaria;SEC TEC
Buenos Aires;Hipólito Yrigoyen;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Coraceros - Ing Emilio Withe;Institución de ETP;Estatal;19;12;7;Agropecuaria;SEC TEC
Buenos Aires;Coronel Dorrego;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Coronel Dorrego;Institución de ETP;Estatal;66;32;34;Agropecuaria;SEC TEC
Buenos Aires;Chascomús;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Crucero A.R.A. General Belgrano;Institución de ETP;Estatal;71;38;33;Agropecuaria;SEC TEC
Buenos Aires;Chascomús;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Crucero ARA General Belgrano Anexo;Institución de ETP;Estatal;3;2;1;Agropecuaria;SEC TEC
Buenos Aires;Adolfo Alsina;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Dr Bernardo de Irigoyen;Institución de ETP;Estatal;352;217;135;Agropecuaria;SEC TEC-FP
Buenos Aires;La Plata;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Dr. Alejandro Korn;Institución de ETP;Estatal;204;110;94;Agropecuaria;SEC TEC
Buenos Aires;Tandil;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Dr. Ramón Santamarina;Institución de ETP;Estatal;161;79;82;Agropecuaria;SEC TEC
Buenos Aires;Florencio Varela;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 E.E.S.A. N°1;Institución de ETP;Estatal;171;84;87;Agropecuaria;SEC TEC
Buenos Aires;Villarino;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Edith Mabel Sartori;Institución de ETP;Estatal;94;47;47;Agropecuaria;SEC TEC-FP
Buenos Aires;Alberti;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Eduardo A. Clausz;Institución de ETP;Estatal;63;36;27;Agropecuaria;SEC TEC
Buenos Aires;Pellegrini;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 ESTANCIA SANTA ELENA;Institución de ETP;Estatal;58;37;21;Agropecuaria;SEC TEC
Buenos Aires;Saavedra;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Ezequiel Martínez Estrada;Institución de ETP;Estatal;49;23;26;Agropecuaria;SEC TEC
Buenos Aires;Junín;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Florencio Molina Campos;Institución de ETP;Estatal;77;45;32;Agropecuaria;SEC TEC-FP
Buenos Aires;Tornquist;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Gato y Mancha;Institución de ETP;Estatal;30;18;12;Agropecuaria;SEC TEC-FP
Buenos Aires;Rivadavia;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 General José de San Martín;Institución de ETP;Estatal;60;31;29;Agropecuaria;SEC TEC
Buenos Aires;Magdalena;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 General Lucio Mansilla;Institución de ETP;Estatal;163;87;76;Agropecuaria;SEC TEC
Buenos Aires;General Alvear;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Haydée Vega de Rozzi;Institución de ETP;Estatal;71;32;39;Agropecuaria;SEC TEC
Buenos Aires;General Pinto;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Hijos de Jose de Perugini y Pascualina Morganti;Institución de ETP;Estatal;47;25;22;Agropecuaria;SEC TEC-FP
Buenos Aires;Saladillo;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Ing. Agr. Horacio Giberti;Institución de ETP;Estatal;73;37;36;Agropecuaria;SEC TEC-FP
Buenos Aires;Mercedes;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Ingeniero Agrónomo Hugo Miatello;Institución de ETP;Estatal;107;66;41;Agropecuaria;SEC TEC
Buenos Aires;Pergamino;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Ingeniero Arg. Lorenzo R. Parodi;Institución de ETP;Estatal;318;160;158;Agropecuaria;SEC TEC
Buenos Aires;Bolívar;Escuela de Educación Secundaria Agraria (E.E.S.A.) Nº 1 Ingeniero Tomás Amadeo;Institución de ETP;Estatal;93;48;45;Agropecuaria;SEC TEC
